default,student,loan,income
0,0,852,57951
0,0,460,44527
0,0,1204,41485
1,0,2075,38989
0,0,1244,37926
0,1,1373,19458
0,0,449,52892
0,0,127,69542
0,0,387,24244
1,1,2333,11770
0,0,1359,24411
0,0,469,58360
0,0,111,40087
0,0,1444,54356
0,0,397,51560
0,1,146,15160
0,0,607,36616
0,0,1708,46417
0,0,957,53703
0,1,677,16148
0,1,238,17194
0,1,0,15968
0,1,741,13066
0,1,934,11811
0,0,860,33741
0,0,1033,31152
0,0,0,36950
0,0,835,51471
0,0,188,35074
0,0,506,43631
0,0,497,35956
0,1,739,15820
0,1,917,20131
0,0,1560,37227
0,0,392,44983
0,0,1066,39719
0,0,524,48092
0,0,790,39199
0,0,805,38222
0,0,1256,45142
0,0,655,44256
0,0,717,51528
0,0,686,32318
0,0,1530,29479
0,0,879,29697
0,0,738,37273
0,0,1647,49156
0,1,503,21371
0,0,215,40399
0,1,821,24820
0,0,991,56141
0,1,914,15547
0,1,1021,8971
0,0,1143,35773
0,1,763,15224
1,0,1532,42152
0,0,1861,39551
0,0,1101,27781
0,0,542,43873
0,1,697,2981
0,0,1536,30636
0,0,1333,33783
0,1,870,18056
0,0,1049,40916
0,0,12,32670
0,0,699,34277
0,0,855,48654
0,1,562,20164
0,0,62,28661
0,0,978,45005
0,0,1685,60890
0,0,1258,21679
0,0,672,53375
0,0,63,38493
0,0,686,28953
0,0,583,40369
0,0,809,32316
0,0,1078,17705
0,1,1716,22755
0,0,418,31206
0,0,1301,42494
0,0,897,46329
0,0,137,13586
0,0,29,38871
0,0,283,35446
0,0,859,19072
0,0,864,27690
0,0,1226,42203
0,0,696,38028
0,1,1840,26481
0,1,1227,16718
0,0,1717,39543
0,0,331,11732
0,1,916,17711
0,0,133,34579
0,0,421,33293
0,0,1058,27196
1,0,1972,34363
0,0,790,43646
0,0,132,40159
0,0,0,37468
0,1,106,17639
0,1,712,21407
0,0,906,44627
0,0,127,49736
0,0,1698,48596
0,1,1448,18989
0,0,711,40508
0,0,327,52697
0,0,353,59373
0,1,1247,15523
0,0,439,47899
0,0,1030,40711
0,0,0,33168
0,0,1113,51458
0,0,1341,40200
1,1,2270,18021
0,0,1384,27738
0,0,0,32725
0,0,746,42762
0,0,910,41916
0,0,196,57397
0,0,866,41365
0,1,1461,24960
0,0,761,44852
0,1,1165,10355
0,0,1085,39275
0,1,724,18641
0,0,115,27365
0,0,795,52507
0,0,1093,28811
0,0,944,48198
1,0,1861,55672
0,0,901,33131
0,1,1683,23344
0,0,196,26613
0,0,1181,29182
0,1,1101,13142
0,1,1507,14915
0,1,1214,17374
0,1,547,17446
0,0,1709,34891
0,0,248,36257
0,0,386,45776
0,0,527,35708
0,0,1547,51162
0,0,0,47214
0,0,0,55781
0,0,955,47520
0,1,751,16932
0,1,1256,12210
0,0,818,35902
0,1,1469,11337
0,0,332,46854
1,0,1457,51509
0,1,1291,19533
0,1,711,12686
0,0,734,33240
0,0,329,48134
0,0,1232,35069
0,0,847,28539
0,0,811,55120
0,1,1657,15359
0,1,1547,14344
0,1,591,13041
0,1,894,15093
0,0,0,34066
0,0,800,51731
0,1,686,12362
0,0,1263,68579
0,0,770,49857
0,0,1181,35124
0,1,528,17820
0,0,441,39210
0,0,922,38341
0,1,875,14637
0,0,1033,66305
0,0,1047,40822
0,1,1320,23374
0,1,699,26769
0,0,571,47021
0,0,843,33898
0,0,0,47256
0,0,850,44547
0,1,963,12800
0,0,1136,42150
0,1,1945,14941
0,1,1443,13049
0,0,136,39926
0,0,424,36783
0,0,300,28918
0,1,702,17607
0,0,283,39263
0,1,1358,11403
0,1,1328,11021
0,1,946,15179
0,0,664,53102
0,0,116,47520
0,0,800,37716
0,0,640,52414
0,0,877,27405
0,1,1382,15552
0,0,751,50910
0,0,0,39893
0,0,1121,29614
0,1,1312,28483
0,0,389,22582
0,0,862,58030
0,0,1079,38864
1,0,1893,31822
0,0,337,55853
0,0,1142,45581
0,1,847,13741
0,1,1575,24469
0,1,403,19690
0,1,567,25398
1,1,2010,25694
0,0,955,50139
0,0,1058,45515
0,0,381,28265
0,0,793,35556
0,0,1079,54420
0,1,1311,21189
0,0,38,37187
0,0,756,36514
0,0,57,56245
0,0,1190,30316
0,0,1337,51508
0,1,1255,16703
0,0,1212,42778
0,0,319,50069
0,0,336,38596
0,0,934,31043
0,0,812,42721
0,0,1185,37938
0,1,1738,7154
0,0,94,36304
0,0,995,33002
0,0,0,21809
0,0,1006,44564
0,0,332,47780
0,0,967,23279
0,0,132,26878
0,0,814,30975
0,1,0,15986
0,0,529,38815
0,0,743,40945
0,0,28,45541
0,0,1300,44215
0,0,907,27075
0,0,1451,53557
0,0,1028,48558
0,0,1047,40975
0,0,1453,28989
0,1,1191,20291
1,0,1859,35525
0,1,1153,12699
0,0,832,37373
0,0,923,34623
0,1,469,13945
0,0,475,41289
0,1,1485,10301
0,1,943,19978
0,0,1789,27427
0,0,660,21835
0,1,1320,24033
0,1,514,18935
0,0,1244,40036
0,0,947,41238
0,1,536,11020
0,0,683,33026
0,0,1190,38554
0,0,171,42749
0,1,1238,26854
0,0,1037,36035
0,1,465,19121
0,0,125,65211
0,0,667,44683
0,0,1111,50301
0,0,1142,33740
0,0,779,44257
0,0,1412,47728
0,0,986,52009
0,0,1252,32721
0,0,149,33398
0,0,465,43481
0,0,1031,41022
1,0,1478,31515
0,0,789,35798
0,1,790,14086
0,1,1124,16083
0,0,1370,40101
0,0,397,41970
0,0,682,30737
0,0,339,44923
0,1,1056,16001
0,0,927,44369
0,0,635,32595
0,0,834,40526
0,1,1345,18519
0,0,551,45348
0,0,496,24845
0,0,661,22610
0,0,136,20936
0,0,480,26084
0,0,231,32799
0,0,94,42931
0,1,509,22664
0,1,971,16585
0,0,1324,46875
0,0,933,32105
0,0,0,31418
0,1,985,17040
0,0,725,47549
0,0,247,40953
0,0,1051,23859
0,1,927,19446
0,1,1024,18546
0,0,700,41985
0,1,1036,14108
0,0,321,36275
0,0,0,41152
0,1,1299,19879
0,0,763,40978
0,1,809,9776
0,0,809,34543
0,1,678,20745
0,1,904,13997
0,1,102,26266
0,0,1218,43931
0,1,774,12290
0,0,1310,47432
0,0,922,31554
0,0,630,60230
0,0,78,31050
1,0,1773,42080
0,0,960,53419
0,0,665,56678
0,0,110,33419
1,1,1790,14307
0,0,1426,34016
0,1,1168,23502
0,0,891,35862
0,1,1124,23169
0,0,1796,31863
0,0,238,38230
0,0,1353,43889
0,1,1177,18663
0,1,1229,12158
0,0,271,34259
0,1,722,14662
1,0,1170,46692
0,0,840,38738
0,1,874,21811
0,0,434,57146
0,0,605,58469
0,0,429,36980
0,0,1663,36692
0,0,683,33175
0,0,599,42584
0,0,1088,32618
0,0,911,38630
0,0,538,44654
0,0,722,21163
0,1,439,17400
0,1,517,20179
0,0,811,42185
0,0,776,68180
0,0,285,39399
1,0,1555,26430
0,0,1057,54653
0,1,674,17672
0,0,690,24085
0,1,1400,14769
0,0,601,41491
0,1,755,18997
0,0,640,49977
0,0,766,35122
0,0,220,24019
0,0,47,38293
0,1,781,23820
0,0,169,57263
0,0,1558,46030
1,0,1891,34449
0,1,689,26662
0,0,452,39991
0,0,574,31633
0,0,572,43807
0,0,947,26619
0,0,524,43929
0,0,1146,44840
0,0,1647,39347
0,0,1216,43656
0,0,1185,53897
0,0,1416,40371
0,0,432,46658
0,1,521,16887
0,1,807,15965
0,0,775,33782
0,0,942,24683
0,1,1261,26085
0,0,509,39546
0,0,1389,39708
1,1,1836,18945
0,0,196,41973
0,0,1349,40549
0,0,662,43157
0,0,719,21045
0,0,451,39850
0,1,114,12541
0,1,889,10383
0,0,1046,47219
0,1,1264,18520
0,0,1109,29760
0,0,698,33265
0,0,1329,51721
0,1,1200,19538
0,0,1262,26768
0,0,605,39002
0,0,551,35648
0,0,894,36514
0,0,1164,46174
0,1,1062,17503
0,1,1205,19059
0,0,1666,18916
0,0,413,49061
0,0,595,29843
0,1,836,7405
0,0,178,28786
0,1,628,17868
0,0,1004,36896
0,0,1195,34334
0,0,516,51073
0,0,1242,37981
0,1,153,14028
0,0,1087,42452
0,0,281,29999
0,0,956,48658
0,0,1093,18844
0,0,734,22343
0,0,794,45090
0,1,410,25838
0,1,678,18930
0,0,815,39149
0,0,800,43547
0,1,301,19674
1,1,1749,13715
0,0,0,54902
1,0,1808,42309
0,0,833,36330
0,0,794,32432
0,0,632,46841
0,0,108,45265
0,0,1040,41395
0,1,1207,24748
0,0,67,45751
0,0,438,40577
0,0,709,21729
0,0,775,41858
0,0,0,49459
0,0,611,52124
0,0,845,34217
0,0,182,37725
0,0,273,63566
0,0,805,40237
0,0,227,33015
0,0,0,39576
0,0,692,23958
0,0,1674,54658
0,1,716,27285
0,0,339,44890
0,1,767,21980
0,0,1088,38171
0,0,29,35415
0,1,793,21347
0,1,1093,22593
0,0,408,35985
0,0,1215,38225
0,1,850,26764
0,1,1079,25945
0,0,404,55459
0,0,1378,48153
0,0,307,43504
0,0,1569,42415
0,1,1377,17077
0,1,656,26579
0,1,1655,23687
0,0,702,47812
0,0,1110,40237
0,1,718,18789
0,0,737,50545
0,0,672,40237
0,0,1298,42220
0,0,489,37339
0,1,636,20764
0,1,1407,16687
0,0,998,50288
0,0,0,49793
0,1,691,16872
0,0,486,14214
0,0,730,42685
0,0,152,41847
0,1,1106,13126
0,0,0,47593
0,0,816,48788
0,0,569,28123
0,0,590,24855
0,0,1140,36364
0,1,345,21342
1,0,2006,36636
0,0,1391,51882
0,0,1339,32501
0,0,79,37605
0,0,765,49101
0,0,603,56017
0,0,835,42469
0,0,1392,30153
1,0,1824,53526
0,0,1010,39457
0,1,1070,14736
0,0,1116,37074
0,0,428,36341
0,0,147,44482
0,1,690,15600
0,0,939,55360
0,1,591,19937
0,0,1139,41869
0,0,501,31354
0,0,1109,64213
0,1,734,28106
0,0,688,40354
0,0,119,35975
0,0,0,42009
0,0,635,49681
0,0,615,38162
0,0,458,36211
0,1,854,12843
0,0,771,42674
0,1,0,24283
0,0,58,44839
1,1,1894,21526
0,0,768,35951
0,0,336,46280
0,0,853,42774
0,1,1301,13676
0,0,744,33765
0,0,293,38528
0,1,1473,23878
0,0,756,52778
0,0,465,42358
0,1,1041,24848
0,0,710,46363
0,0,427,34193
0,0,612,60323
0,0,1322,47893
0,0,674,25013
1,0,1135,48982
0,1,510,21929
0,0,114,38513
0,1,560,24511
0,0,1164,32468
0,0,134,49516
0,0,897,36297
0,1,794,13446
0,0,943,27737
0,0,954,40908
0,0,814,29631
0,0,1388,26863
0,1,601,15897
0,0,657,34229
0,1,1791,21938
1,1,1926,17763
0,0,0,16835
0,0,310,31446
0,1,957,14465
0,0,205,47284
0,1,1573,24557
0,1,1456,14823
0,1,1011,28317
0,0,414,31466
0,1,0,19282
0,0,377,41902
0,0,0,51480
0,1,0,13408
0,1,527,22986
0,1,1470,15753
0,0,777,54663
0,0,1096,41016
0,0,130,46094
0,0,1332,27666
0,1,598,12386
0,0,177,53545
0,0,937,27175
0,0,0,46581
0,1,970,19245
0,0,269,48006
0,1,709,15969
0,0,596,32984
1,1,1945,13026
0,1,1805,10405
0,0,405,28493
0,0,849,26971
0,0,988,32459
1,1,2262,20030
0,0,1222,40865
0,0,1057,45099
0,1,292,17321
0,1,940,18582
0,0,368,32108
0,0,703,38419
0,0,1018,39893
0,0,240,25042
0,1,447,18310
0,0,1278,35620
0,0,520,30547
0,0,934,40378
0,1,1075,18574
0,1,1698,19021
0,0,1241,46148
0,0,574,54428
0,0,486,54794
0,0,455,41379
0,0,1110,39312
0,0,1225,49090
0,0,286,28838
0,0,1445,40365
0,0,1031,38199
0,1,382,19952
0,0,1337,41530
0,0,464,39627
0,0,949,24095
0,0,627,49207
0,0,350,45355
1,1,1493,11054
0,0,848,33199
0,0,242,47843
0,0,617,31925
0,0,733,36725
0,0,1101,50237
0,0,666,55093
0,0,175,55044
0,0,124,51266
0,0,345,38464
0,0,955,42964
0,0,1629,44912
0,0,913,31842
0,0,1307,49037
0,1,2309,19110
0,0,1042,58235
0,0,1265,44359
0,1,1349,21789
0,0,1257,23100
0,0,1047,45718
0,0,0,22536
0,0,433,22987
0,0,563,43029
0,0,721,41411
0,0,742,24393
0,0,1071,19529
0,1,1590,22542
0,0,1195,38223
0,0,270,38650
0,1,456,20549
0,1,796,10258
0,0,595,31419
0,1,540,13120
1,0,1323,23230
0,0,1267,36785
0,0,1092,34705
0,1,952,14355
0,1,559,16995
0,1,1222,9080
0,1,1026,20991
0,0,1141,25117
0,0,556,39707
0,1,307,11512
0,0,1271,42533
0,0,333,61509
0,0,1175,23942
0,0,474,35133
1,1,1725,22171
0,1,1057,14195
0,0,842,38023
0,0,591,52978
0,1,1071,19313
0,0,915,52871
0,0,1131,35072
1,0,1707,21739
0,0,839,43909
0,1,331,21272
0,1,763,24738
0,0,987,32386
0,0,916,42202
0,0,1264,25695
0,0,0,42118
0,0,441,47707
0,0,349,46698
0,0,424,37980
0,1,1295,21717
0,0,682,31154
0,0,1153,20586
0,0,1470,26137
0,1,1041,12177
0,0,1007,28245
0,0,667,44863
0,1,635,17024
0,0,299,39600
0,0,909,48358
1,1,1738,20974
0,0,203,46518
0,1,0,19750
0,1,1890,14757
1,0,1558,41648
0,0,1202,45383
0,0,1052,47529
0,0,642,18351
0,0,884,41668
0,1,954,18242
0,1,1169,14971
0,0,431,58552
0,1,1292,17910
0,1,335,5119
0,0,31,35961
0,1,1119,15214
1,1,1812,17962
0,0,386,44651
0,1,652,17743
0,0,1717,38791
0,1,1182,11785
0,0,745,34705
0,1,1453,15184
0,1,1333,29364
0,1,572,15633
0,0,495,40378
0,0,164,58221
0,1,1371,24249
0,0,1129,40689
0,0,0,53663
0,0,85,53760
0,0,681,48893
0,1,1366,11269
0,0,82,27358
0,0,603,33888
0,0,176,54799
0,1,714,20677
0,0,138,44747
0,0,160,30568
1,1,1957,15574
0,0,184,51149
0,0,975,50751
0,0,0,44217
0,0,424,35676
0,0,1478,42012
0,1,1211,14186
0,0,904,46972
0,1,1076,18097
0,0,989,28486
0,0,1311,32798
0,0,0,40057
0,0,289,45559
0,0,23,59536
0,1,288,24440
0,0,26,22720
0,1,726,23203
0,1,1137,25118
0,0,1335,30115
0,0,1194,34361
0,1,0,18163
0,0,1048,45182
0,0,0,48272
0,0,327,29816
0,0,772,38854
0,1,874,17656
0,0,975,36763
0,0,310,28140
0,0,287,18402
0,0,510,49345
0,1,840,21097
0,0,224,23513
0,0,1407,22807
0,0,1179,45545
0,0,1298,39143
0,0,627,37616
0,0,907,27632
0,0,872,40524
0,0,620,52537
0,0,380,30890
0,0,1073,51669
0,0,883,32311
0,1,1558,7365
1,0,2024,32095
0,1,804,13173
0,0,1060,27870
0,0,870,33589
0,1,1306,13985
0,0,1598,36525
0,0,1352,43630
0,0,0,29475
0,0,443,38947
0,1,963,15938
0,0,1064,41157
0,0,214,42759
0,0,1259,33571
0,0,507,49069
0,0,38,38702
0,0,1238,37387
0,0,0,47438
0,0,556,46585
0,0,748,44030
0,1,1001,17224
0,0,774,40428
0,0,745,35068
0,0,953,51257
0,0,998,37817
0,1,1099,21026
0,0,522,48700
0,0,83,27627
0,0,219,31491
0,0,276,38722
0,1,1180,24063
0,0,621,39099
0,0,415,38031
0,0,1390,48690
0,1,703,21412
0,0,494,52242
0,1,1351,14003
0,1,462,17610
0,0,143,44847
0,0,1280,30274
0,1,1765,17996
1,0,1648,55548
0,0,0,37409
0,0,611,22635
0,0,355,55634
0,1,473,19904
0,0,786,52694
0,0,773,47161
0,0,751,25014
0,0,1434,42799
0,0,1037,36623
0,1,1827,19616
0,0,765,37869
0,0,590,28238
0,0,754,41342
0,0,912,41249
0,0,312,39694
0,1,933,20695
1,0,1374,35806
0,1,322,10056
0,1,704,19318
0,1,535,18730
0,0,0,26626
0,0,771,44510
0,0,1016,31821
0,0,421,61655
0,0,1125,33564
0,0,857,28755
0,0,364,46156
0,0,1158,32220
0,0,993,28502
0,1,403,15334
1,1,2135,20331
0,1,1235,26919
0,1,805,22174
0,0,0,41933
0,1,158,24506
0,0,258,39477
0,0,1057,53081
0,0,0,48291
0,1,1730,19447
0,0,695,14151
0,0,1547,32929
0,0,429,45571
0,1,1765,18149
0,1,1182,17223
0,0,943,30179
0,0,0,41235
0,0,1087,54961
0,0,15,32320
0,0,0,47207
0,0,836,40179
0,0,1495,42280
0,1,1319,15821
0,0,431,37773
0,0,1335,45847
0,0,1141,27914
0,0,795,38710
0,0,1005,40615
0,0,481,49011
0,0,427,27261
0,1,1158,17997
0,0,890,43644
0,1,1321,20302
0,0,1168,57256
0,1,1197,10834
0,1,923,22989
0,0,835,28553
0,1,1265,14649
0,0,1604,25802
0,0,838,55082
0,1,851,21252
0,1,1508,17645
0,0,1272,34571
0,0,982,23637
0,0,488,46480
0,0,1046,47598
0,0,1534,42889
0,0,710,37303
0,1,1610,19649
0,1,646,14211
0,0,378,46729
0,0,995,39316
0,0,1241,57304
0,0,737,37031
0,0,1201,46478
0,1,647,16898
0,0,1161,52064
0,1,1522,21371
0,0,806,43384
0,0,1155,34540
0,0,613,38632
0,0,624,46188
0,0,1001,46469
0,1,808,18760
0,0,1156,38296
0,0,637,32886
0,1,1242,20105
0,0,741,31104
0,0,1170,39386
0,0,0,35822
0,0,1088,33673
0,1,0,22188
0,0,609,26463
0,1,431,15606
0,0,513,39632
0,1,1242,12059
0,0,0,53058
0,0,561,37885
0,0,245,35132
0,0,1081,34138
0,0,492,42317
0,0,1350,50645
0,1,1150,11667
0,0,358,42499
0,0,331,45105
0,1,1458,20043
0,1,852,15957
0,0,1379,43998
0,1,1006,22128
0,0,1421,34126
0,0,570,30615
0,1,1229,17305
0,1,1143,20942
0,0,759,32067
0,0,847,41651
1,0,2133,28238
0,0,355,30954
0,0,0,46451
0,0,1051,30073
0,0,0,41372
0,0,887,30564
0,0,688,20099
0,0,1257,40810
0,0,1176,41448
0,0,0,34838
0,0,609,22556
0,0,0,32608
1,1,2111,19345
0,0,697,38713
0,0,559,61188
0,0,715,49473
0,1,2027,20470
0,1,1187,24267
0,0,786,42888
0,0,846,42799
0,1,1033,13901
0,0,861,38111
0,0,1602,27885
0,0,956,10837
0,1,878,18218
0,0,1044,31524
0,1,1080,11240
0,0,589,47722
0,1,770,23049
0,0,951,33327
0,0,1189,36224
0,0,1709,35291
0,1,1403,16608
0,0,251,51662
0,0,681,26426
0,0,1333,39197
0,0,859,29150
0,1,993,14205
0,0,265,32276
0,0,754,31592
0,1,584,24440
0,0,1175,47684
0,0,1389,31022
0,0,410,37328
0,0,59,34162
0,1,1940,13837
0,0,886,24466
0,0,771,40991
0,1,306,13594
0,0,1022,37095
0,0,848,24951
0,0,1596,42994
0,1,1635,8531
0,0,0,45218
0,0,1307,48800
0,0,933,35858
0,1,1053,13486
0,1,1305,13497
0,1,2052,13131
0,0,1217,52378
0,0,526,44242
0,0,153,36813
0,0,906,47271
0,0,1069,41690
0,0,0,30049
0,1,992,14207
0,0,965,36677
0,0,494,43524
0,0,836,44234
0,0,480,57068
0,0,638,52348
0,1,2134,17898
0,0,1475,42243
0,0,887,55752
0,0,1376,43234
0,0,1305,45163
0,0,226,54535
0,0,1261,39985
0,1,31,16247
0,1,437,16261
0,0,923,52206
0,0,413,44650
0,0,693,54493
0,1,915,27283
0,1,1322,22930
0,0,1610,40499
0,0,1113,27111
0,0,0,47803
0,0,1163,44425
0,0,924,26398
1,1,1983,25688
0,0,726,49337
0,1,1030,16663
0,1,1039,13740
0,1,293,15221
0,1,495,14882
0,0,659,47942
0,0,292,48512
0,0,471,45573
0,0,856,56220
0,0,919,48161
0,0,1251,37882
1,0,1067,44918
0,1,1427,12554
0,1,1264,12419
0,1,1128,10159
0,0,694,36570
0,1,805,17903
0,0,520,39705
0,1,1051,16300
0,0,422,37324
0,1,622,13072
0,1,1005,21394
0,1,537,9422
0,1,190,24717
0,0,310,56100
0,0,969,33412
0,1,776,17031
0,0,1296,48682
0,0,1037,38490
0,0,979,25742
0,0,965,47987
0,1,816,17895
0,1,716,7998
0,0,1131,43937
0,0,384,41311
0,0,1008,20327
0,0,653,41162
0,1,1233,16279
0,0,803,52870
0,1,1443,22694
0,1,1288,21217
0,0,0,43193
0,1,1053,10213
0,1,745,22343
0,0,413,33923
0,0,943,35282
0,0,1193,39504
0,1,1072,11082
0,0,1493,41005
0,1,1133,15703
0,1,597,14797
0,1,793,17346
0,0,1376,22318
0,0,1060,39757
0,0,532,30851
0,0,0,28712
0,1,894,24670
0,0,906,37310
0,0,0,28727
0,0,506,35333
0,1,944,14124
0,1,0,14875
0,0,442,54997
0,1,381,20118
0,0,962,37073
1,0,1789,48331
0,0,76,27284
0,0,1067,53996
0,0,0,39592
0,0,253,40974
0,0,1057,55409
0,0,180,37728
0,1,991,18197
0,0,694,36723
0,0,965,37705
0,0,301,51424
0,0,1265,47298
0,0,559,40336
0,0,1184,53600
0,1,1166,20495
0,1,1542,17266
0,1,588,22669
0,0,0,31005
0,0,390,27330
0,0,647,55523
0,0,71,40013
0,1,116,12670
0,0,91,42452
0,0,1230,51717
0,0,202,27925
0,1,1563,10354
0,1,623,11020
0,1,1142,9185
0,1,1796,21126
0,0,947,38506
0,0,419,34333
0,0,1661,53754
0,0,391,24972
0,0,613,34745
0,1,1024,18668
0,1,0,25976
0,0,1253,33876
0,0,709,55676
0,0,267,16515
0,1,1339,19496
0,0,782,49457
0,1,1021,19033
0,0,948,40740
0,1,1313,20209
0,0,0,50862
0,0,0,24566
0,0,0,30923
0,1,859,13994
0,0,646,45697
1,1,1708,10592
0,0,134,28492
0,1,81,16146
0,1,632,17845
0,0,1237,40669
0,0,743,40085
0,1,97,12732
0,0,1054,50900
0,0,960,29850
0,0,1259,33683
0,0,443,36547
0,0,1605,26126
0,0,0,25965
0,0,833,25106
0,1,444,19632
0,0,817,40088
0,0,882,43726
0,0,1154,48400
0,1,962,9681
0,1,516,17538
0,1,1357,22573
0,0,1036,35261
0,1,901,17803
0,0,1516,46393
0,1,1015,22208
0,0,232,40369
0,1,1082,19452
0,0,682,17993
0,1,1218,18145
0,0,802,47444
0,0,144,38015
0,0,1087,32909
0,1,896,14753
0,0,660,58957
0,1,631,19087
0,1,1649,15402
0,1,976,18247
0,0,297,22955
0,0,0,47328
0,0,0,32630
0,1,789,18232
1,0,1804,31318
0,0,1266,29699
0,1,135,20414
0,0,29,36941
0,1,0,15348
0,0,751,49150
0,0,805,57386
0,0,1094,29573
0,0,484,44336
0,1,1534,19592
0,0,1349,48014
0,0,159,20575
0,1,172,25850
0,0,1281,53676
0,1,213,22811
0,0,0,32249
0,1,704,13903
0,0,709,38295
0,0,257,49478
0,1,1189,22867
0,0,0,62887
0,0,1322,45582
0,1,883,17750
0,1,1418,11964
0,0,1245,36898
0,0,340,58747
0,1,825,29088
0,0,241,30172
0,0,1511,47684
0,0,397,52175
0,1,1634,15786
0,0,650,47122
0,1,1382,15681
0,0,613,24368
0,0,1424,37846
0,1,914,19053
0,1,802,15470
0,1,540,18852
0,0,338,52192
0,1,813,16681
0,0,478,39834
0,0,342,32155
0,0,840,45317
0,1,866,16643
0,0,646,44402
0,0,1755,35032
0,0,499,51690
0,0,588,30860
0,1,825,10063
0,0,0,32661
0,1,881,20436
0,0,917,48228
0,1,790,19281
0,0,764,52938
0,1,1062,17383
0,0,944,44444
0,0,878,25588
0,0,1344,41417
1,1,1543,18305
0,0,380,38865
0,1,1177,23635
0,0,733,34525
0,0,349,48942
0,1,1380,19246
0,0,943,40370
0,0,1249,51897
0,0,713,51108
0,0,834,36722
0,0,0,26200
0,0,1559,37490
0,0,1362,37737
0,0,1582,45730
0,0,325,39752
0,0,1113,47527
0,0,380,32578
0,0,1549,26240
0,0,1489,46733
0,0,548,41648
0,0,562,37637
0,0,595,34470
0,0,268,27365
0,1,1793,21035
0,1,1773,10178
0,0,619,37333
0,0,206,37766
0,0,1011,36365
0,0,0,38131
0,1,1154,15221
0,0,293,43705
0,1,1107,19234
1,0,1666,30070
0,1,969,22213
0,0,797,39929
0,1,637,18620
0,1,1011,14101
0,0,791,47304
0,0,942,36965
0,0,707,46165
0,0,767,55991
0,0,569,37075
0,1,1272,19000
0,0,939,44281
0,0,1012,34632
0,0,1355,18936
0,0,912,43487
0,0,290,25725
1,1,2036,14436
0,1,1602,17858
0,1,0,20068
0,1,1202,14037
0,0,555,28164
0,1,230,2541
0,0,769,35504
0,1,1211,16898
0,0,0,35648
0,0,0,27538
0,1,860,15967
0,0,0,47556
0,1,1472,14960
0,1,583,17731
0,1,463,25858
0,0,986,48940
0,0,535,29685
0,0,1403,39657
0,0,968,46278
0,0,884,36889
0,1,456,19081
0,0,0,66916
0,0,1141,37918
0,0,365,21358
0,0,38,33579
0,1,732,13593
0,0,1007,47784
0,0,1108,34562
0,0,778,45674
0,0,1501,35399
0,1,862,12085
0,1,12,19911
0,0,0,30208
0,0,1820,31310
0,0,576,40180
0,0,838,31018
0,0,400,34875
0,1,579,20910
0,0,1107,46565
0,0,391,38442
0,1,274,15422
0,0,1477,42271
0,0,578,20307
0,0,1064,28192
0,0,1598,46405
0,0,863,33530
0,0,1158,32575
0,1,406,24087
0,0,309,44203
0,0,944,28354
0,0,1207,42917
0,1,1448,21028
0,0,1167,26978
0,0,800,61281
0,0,715,31033
0,0,471,28418
0,0,662,30390
0,0,770,53398
0,0,597,55497
0,0,141,48183
0,0,1036,29423
0,1,784,11561
0,1,442,17072
0,0,888,54073
0,0,704,44775
0,1,1016,15100
0,0,1036,42915
0,1,1060,22796
0,0,1244,38075
0,1,1292,26572
0,0,69,20223
0,0,196,29933
0,1,709,18306
0,0,1034,52107
0,0,868,50550
0,0,1236,48800
0,0,13,46282
0,1,826,21343
0,1,704,20752
0,1,817,13152
0,0,1210,45066
0,1,766,22297
0,0,1644,33981
0,0,1053,54010
0,0,240,41509
0,0,63,44441
0,1,924,11195
0,1,944,26028
0,0,296,51838
1,0,2086,35657
0,0,474,58069
0,0,505,54297
0,0,292,33961
0,0,593,40227
0,0,76,50055
0,1,1270,16809
0,0,877,40689
0,1,933,20981
0,0,280,30262
0,0,1155,40398
0,0,0,45432
0,1,1217,23379
0,1,0,15274
0,1,729,22892
0,0,0,48366
0,1,644,21323
0,0,973,27289
0,1,1178,14385
0,0,197,41315
0,0,1526,44845
0,0,441,56060
0,0,1005,56533
0,0,1258,36645
0,0,1564,37120
0,0,367,29906
0,1,1223,18276
0,1,1582,19683
0,0,647,32725
0,0,0,33146
0,1,1585,15079
0,1,838,25773
0,1,687,10544
0,0,948,37891
0,1,1205,18102
0,0,1254,37456
0,0,949,50529
0,0,530,27611
0,0,834,54558
0,0,638,36174
1,1,2387,28297
0,1,839,21383
0,0,295,63285
0,0,1178,34721
0,0,1150,57891
0,0,910,42468
0,1,1392,18540
0,1,1029,18018
0,0,1505,30774
0,0,1276,35123
0,0,875,25023
0,0,1105,51516
0,0,0,47056
0,0,699,37466
0,0,1055,33945
0,1,131,14492
0,0,796,44182
0,0,612,39291
0,0,1670,41410
0,0,1423,33591
0,0,771,29623
0,0,1315,29808
0,0,599,53218
0,0,584,34129
0,0,27,51660
0,0,66,32332
0,0,1338,23910
0,1,1120,16151
0,0,726,41996
0,0,1354,44373
0,0,532,38122
0,0,1825,36763
0,1,894,14035
0,1,1276,16446
0,0,551,19106
0,1,270,13158
0,0,652,35266
0,0,718,50766
0,0,1009,31236
0,1,1511,13391
0,0,1393,38372
0,0,587,45520
0,0,793,45873
0,0,286,43264
0,1,550,20323
0,1,716,16785
0,0,384,39946
0,0,252,38432
0,0,1164,40167
0,0,1080,38399
0,0,906,47102
0,0,458,26567
0,0,1216,42762
0,0,217,45083
0,1,1077,12503
0,1,58,23639
0,0,1615,55220
